Symbol,Name,MarketCap,IPOyear,Sector,Industry,Date
NGHC,National General Holdings Corp,2205419282,n/a,Finance,Property-Casualty Insurers,31/10/17
NGHCN,National General Holdings Corp,0,n/a,Finance,Property-Casualty Insurers,31/10/17
NGHCO,National General Holdings Corp,0,n/a,Finance,Property-Casualty Insurers,31/10/17
NGHCP,National General Holdings Corp,56535380,n/a,Finance,Property-Casualty Insurers,31/10/17
NGHCZ,National General Holdings Corp,0,n/a,Finance,Property-Casualty Insurers,31/10/17
NHLD,National Holdings Corporation,29726619.24,n/a,Finance,Investment Bankers/Brokers/Service,31/10/17
NHLDW,National Holdings Corporation,0,n/a,Finance,Investment Bankers/Brokers/Service,31/10/17
NATI,National Instruments Corporation,5987029484,1995,Technology,Computer Software: Prepackaged Software,31/10/17
NRCIA,National Research Corporation,930355102,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,31/10/17
NRCIB,National Research Corporation,1307393749,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,31/10/17
NSEC,"National Security Group, Inc.",33042287.2,n/a,Finance,Life Insurance,31/10/17
EYE,"National Vision Holdings, Inc.",2034789871,2017,n/a,n/a,31/10/17
NWLI,"National Western Life Group, Inc.",1327200590,n/a,Finance,Life Insurance,31/10/17
NAII,"Natural Alternatives International, Inc.",79576092.6,n/a,Consumer Durables,Specialty Chemicals,31/10/17
NHTC,Natural Health Trends Corp.,216403261.2,n/a,Consumer Durables,Consumer Specialties,31/10/17
NATR,"Nature&#39;s Sunshine Products, Inc.",194595644.3,n/a,Health Care,Major Pharmaceuticals,31/10/17
BABY,Natus Medical Incorporated,1377366545,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
ISM,Navient Corporation,0,n/a,Finance,Finance: Consumer Services,31/10/17
JSM,Navient Corporation,0,n/a,Finance,Finance: Consumer Services,31/10/17
NAVI,Navient Corporation,3116550000,n/a,Finance,Investment Bankers/Brokers/Service,31/10/17
NBCP,NB Capital Acquisition Corp.,0,n/a,n/a,n/a,31/10/17
NBTB,NBT Bancorp Inc.,1685604014,n/a,Finance,Major Banks,31/10/17
NCSM,"NCS Multistage Holdings, Inc.",914239978.2,2017,Energy,Oilfield Services/Equipment,31/10/17
NKTR,Nektar Therapeutics,3690892983,n/a,Health Care,Major Pharmaceuticals,31/10/17
NEOG,Neogen Corporation,3080453758,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,31/10/17
NEO,"NeoGenomics, Inc.",674004238.9,n/a,Health Care,Precision Instruments,31/10/17
NEON,Neonode Inc.,69141513.54,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
NEOS,"Neos Therapeutics, Inc.",282210381.8,2015,Health Care,Major Pharmaceuticals,31/10/17
NEOT,"Neothetics, Inc.",16874731.34,1996,Health Care,Major Pharmaceuticals,31/10/17
NVCN,Neovasc Inc.,121537859.5,n/a,Health Care,Medical/Dental Instruments,31/10/17
NEPT,Neptune Technologies & Bioresources Inc,68409990.51,n/a,Health Care,Major Pharmaceuticals,31/10/17
UEPS,"Net 1 UEPS Technologies, Inc.",520888418.4,2005,Finance,Investment Bankers/Brokers/Service,31/10/17
NETE,"Net Element, Inc.",886938.36,n/a,Technology,EDP Services,31/10/17
NTAP,"NetApp, Inc.",11872031184,1995,Technology,Electronic Components,31/10/17
NTES,"NetEase, Inc.",21508894281,n/a,Miscellaneous,Business Services,31/10/17
NFLX,"Netflix, Inc.",86347169680,2002,Consumer Services,Consumer Electronics/Video Chains,31/10/17
NTGR,"NETGEAR, Inc.",1488573693,2003,Public Utilities,Telecommunications Equipment,31/10/17
NLST,"Netlist, Inc.",40062010.96,2006,Technology,Semiconductors,31/10/17
NTCT,"NetScout Systems, Inc.",2511551868,1999,Technology,EDP Services,31/10/17
NTWK,NetSol Technologies Inc.,37789636.6,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
CUR,"Neuralstem, Inc.",18849196.25,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
NBIX,"Neurocrine Biosciences, Inc.",5482094822,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
NURO,"NeuroMetrix, Inc.",4315754.96,2004,Health Care,Medical/Dental Instruments,31/10/17
NUROW,"NeuroMetrix, Inc.",0,n/a,Health Care,Medical/Dental Instruments,31/10/17
NTRP,"Neurotrope, Inc.",31504477.41,n/a,Health Care,Major Pharmaceuticals,31/10/17
NBEV,New Age Beverages Corporation,79990111.6,n/a,Consumer Non-Durables,Beverages (Production/Distribution),31/10/17
NYMT,"New York Mortgage Trust, Inc.",685892626.9,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
NYMTN,"New York Mortgage Trust, Inc.",0,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
NYMTO,"New York Mortgage Trust, Inc.",0,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
NYMTP,"New York Mortgage Trust, Inc.",0,n/a,Finance,Finance: Consumer Services,31/10/17
NEWA,"Newater Technology, Inc.",144358380,2017,Basic Industries,Miscellaneous,31/10/17
NLNK,NewLink Genetics Corporation,297233030.6,2011,Health Care,Major Pharmaceuticals,31/10/17
NWS,News Corporation,8127199176,n/a,Consumer Services,Newspapers/Magazines,31/10/17
NWSA,News Corporation,7975724496,n/a,Consumer Services,Newspapers/Magazines,31/10/17
NEWS,"NewStar Financial, Inc.",510628081.7,2006,Finance,Finance: Consumer Services,31/10/17
NEWT,Newtek Business Services Corp.,302392918.9,n/a,n/a,n/a,31/10/17
NEWTL,Newtek Business Services Corp.,0,n/a,n/a,n/a,31/10/17
NEWTZ,Newtek Business Services Corp.,0,n/a,n/a,n/a,31/10/17
NXEO,"Nexeo Solutions, Inc.",660117706.3,n/a,Consumer Durables,Specialty Chemicals,31/10/17
NXEOU,"Nexeo Solutions, Inc.",0,2014,Consumer Durables,Specialty Chemicals,31/10/17
NXEOW,"Nexeo Solutions, Inc.",0,n/a,Consumer Durables,Specialty Chemicals,31/10/17
NXST,"Nexstar Media Group, Inc.",2929080000,2003,Consumer Services,Broadcasting,31/10/17
NEXT,NextDecade Corporation,1073372723,2015,Public Utilities,Oil & Gas Production,31/10/17
NEXTW,NextDecade Corporation,0,2015,Public Utilities,Oil & Gas Production,31/10/17
NFEC,NF Energy Saving Corporation,6648891.66,n/a,Capital Goods,Metal Fabrications,31/10/17
NODK,"NI Holdings, Inc.",398292922.7,2017,Finance,Property-Casualty Insurers,31/10/17
EGOV,NIC Inc.,1126541176,1999,Miscellaneous,Business Services,31/10/17
NICE,NICE Ltd,3324990573,n/a,Technology,Computer Manufacturing,31/10/17
NICK,"Nicholas Financial, Inc.",69627849.47,n/a,Finance,Finance Companies,31/10/17
NCBS,Nicolet Bankshares Inc.,572163610,n/a,Finance,Major Banks,31/10/17
NITE,Nightstar Therapeutics plc,111488000,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
NIHD,"NII Holdings, Inc.",40575148.46,n/a,Public Utilities,Telecommunications Equipment,31/10/17
NMIH,NMI Holdings Inc,876981215.4,2013,Finance,Property-Casualty Insurers,31/10/17
NNBR,"NN, Inc.",892299013.2,1994,Capital Goods,Metal Fabrications,31/10/17
NDLS,Noodles & Company,184996386,2013,Consumer Services,Restaurants,31/10/17
NDSN,Nordson Corporation,7278458423,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
NSYS,Nortech Systems Incorporated,10908889.07,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
NBN,Northeast Bancorp,235594354.5,n/a,Finance,Major Banks,31/10/17
NTIC,Northern Technologies International Corporation,73564042.5,n/a,Capital Goods,Industrial Specialties,31/10/17
NTRS,Northern Trust Corporation,21539042910,n/a,Finance,Major Banks,31/10/17
NTRSP,Northern Trust Corporation,421600000,n/a,Finance,Major Banks,31/10/17
NFBK,"Northfield Bancorp, Inc.",862784103.5,n/a,Finance,Savings Institutions,31/10/17
NRIM,Northrim BanCorp Inc,246365706.4,n/a,Finance,Savings Institutions,31/10/17
NWBI,"Northwest Bancshares, Inc.",1768037439,2009,Finance,Major Banks,31/10/17
NWPX,Northwest Pipe Company,184218308.3,1995,Basic Industries,Steel/Iron Ore,31/10/17
NCLH,Norwegian Cruise Line Holdings Ltd.,12694944140,2013,Consumer Services,Marine Transportation,31/10/17
NWFL,Norwood Financial Corp.,187983410.9,n/a,Finance,Major Banks,31/10/17
NVFY,"Nova Lifestyle, Inc",42591895.72,n/a,Consumer Durables,Home Furnishings,31/10/17
NVMI,Nova Measuring Instruments Ltd.,837914676.7,2000,Capital Goods,Electronic Components,31/10/17
NOVN,"Novan, Inc.",97502955.1,2016,Health Care,Major Pharmaceuticals,31/10/17
NOVT,Novanta Inc.,1614989721,n/a,Miscellaneous,Industrial Machinery/Components,31/10/17
NVAX,"Novavax, Inc.",308892433.5,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
NVLN,Novelion Therapeutics Inc. ,94275005.76,n/a,Health Care,Major Pharmaceuticals,31/10/17
NVCR,NovoCure Limited,1731100084,2015,Health Care,Medical/Dental Instruments,31/10/17
NVGN,Novogen Limited,5540568.293,n/a,Health Care,Major Pharmaceuticals,31/10/17
NVUS,"Novus Therapeutics, Inc.",27772240,2014,Health Care,Major Pharmaceuticals,31/10/17
NUAN,"Nuance Communications, Inc.",4311673796,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
NCNA,NuCana plc,96193812.5,2017,Health Care,Major Pharmaceuticals,31/10/17
NMRX,Numerex Corp.,78503760.72,n/a,Consumer Durables,Telecommunications Equipment,31/10/17
NTNX,"Nutanix, Inc.",4321378287,2016,Technology,Computer Software: Prepackaged Software,31/10/17
NTRI,NutriSystem Inc,1617325623,n/a,Consumer Services,Catalog/Specialty Distribution,31/10/17
NUVA,"NuVasive, Inc.",2978058370,2004,Health Care,Medical/Dental Instruments,31/10/17
NVTR,Nuvectra Corporation,145092000,n/a,Health Care,Medical/Dental Instruments,31/10/17
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,853036769.3,n/a,n/a,n/a,31/10/17
NVEE,"NV5 Global, Inc.",610894508,2013,Consumer Services,Other Consumer Services,31/10/17
NVEC,NVE Corporation,405531407.7,n/a,Technology,Semiconductors,31/10/17
NVDA,NVIDIA Corporation,1.21116E+11,1999,Technology,Semiconductors,31/10/17
NXPI,NXP Semiconductors N.V.,39536278641,2010,Technology,Semiconductors,31/10/17
NXTM,"NxStage Medical, Inc.",1790649597,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
NXTD,NXT-ID Inc.,26609385.44,n/a,Consumer Services,Diversified Commercial Services,31/10/17
NXTDW,NXT-ID Inc.,0,n/a,Consumer Services,Diversified Commercial Services,31/10/17
NYMX,Nymox Pharmaceutical Corporation,193236709.7,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,31/10/17
OIIM,O2Micro International Limited,64744574.48,n/a,Technology,Semiconductors,31/10/17
OVLY,Oak Valley Bancorp (CA),137911151.1,n/a,Finance,Major Banks,31/10/17
OCSL,Oaktree Specialty Lending Corporation,823210201.8,n/a,n/a,n/a,31/10/17
OCSLL,Oaktree Specialty Lending Corporation,0,n/a,n/a,n/a,31/10/17
OCSI,Oaktree Strategic Income Corporation,262843570.6,n/a,n/a,n/a,31/10/17
OASM,Oasmia Pharmaceutical AB,896469.94,2015,Health Care,Major Pharmaceuticals,31/10/17
OBLN,"Obalon Therapeutics, Inc.",145024078.2,2016,Health Care,Medical/Dental Instruments,31/10/17
OBSV,ObsEva SA,317350816,2017,Health Care,Major Pharmaceuticals,31/10/17
OBCI,"Ocean Bio-Chem, Inc.",42632634.66,n/a,Consumer Durables,Specialty Chemicals,31/10/17
OPTT,"Ocean Power Technologies, Inc.",22464569.94,2007,Public Utilities,Electric Utilities: Central,31/10/17
ORIG,Ocean Rig UDW Inc.,2428796885,n/a,Energy,Oil & Gas Production,31/10/17
OCFC,OceanFirst Financial Corp.,948219330.2,n/a,Finance,Savings Institutions,31/10/17
OCRX,"Ocera Therapeutics, Inc.",27305352.53,2011,Health Care,Major Pharmaceuticals,31/10/17
OCLR,"Oclaro, Inc.",1367089585,n/a,Technology,Semiconductors,31/10/17
OFED,Oconee Federal Financial Corp.,172223319.8,2011,Finance,Savings Institutions,31/10/17
OCUL,"Ocular Therapeutix, Inc.",167658722.7,2014,Health Care,Major Pharmaceuticals,31/10/17
OMEX,"Odyssey Marine Exploration, Inc.",33229797.75,n/a,Consumer Services,Marine Transportation,31/10/17
ODP,"Office Depot, Inc.",1919960083,n/a,Consumer Services,Other Specialty Stores,31/10/17
OFS,OFS Capital Corporation,173178328.4,n/a,n/a,n/a,31/10/17
OHAI,OHA Investment Corporation,23601698.64,n/a,n/a,n/a,31/10/17
OVBC,Ohio Valley Banc Corp.,170699250.2,n/a,Finance,Major Banks,31/10/17
OHRP,"Ohr Pharmaceuticals, Inc.",36475595.63,n/a,Health Care,Major Pharmaceuticals,31/10/17
OKTA,"Okta, Inc.",2668669319,2017,Technology,Computer Software: Prepackaged Software,31/10/17
ODFL,"Old Dominion Freight Line, Inc.",10202703540,1991,Transportation,Trucking Freight/Courier Services,31/10/17
OLBK,"Old Line Bancshares, Inc.",377142389.3,n/a,Finance,Major Banks,31/10/17
ONB,Old National Bancorp,2534280100,n/a,Finance,Major Banks,31/10/17
OPOF,Old Point Financial Corporation,159604672,n/a,Finance,Major Banks,31/10/17
OSBC,"Old Second Bancorp, Inc.",423667329.8,n/a,Finance,Major Banks,31/10/17
OSBCP,"Old Second Bancorp, Inc.",0,n/a,Finance,Major Banks,31/10/17
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",2877163397,2015,Consumer Services,Department/Specialty Retail Stores,31/10/17
ZEUS,"Olympic Steel, Inc.",214637732.4,1994,Basic Industries,Metal Fabrications,31/10/17
OFLX,"Omega Flex, Inc.",655564757.1,n/a,Capital Goods,Industrial Specialties,31/10/17
OMER,Omeros Corporation,739047490.1,2009,Health Care,Major Pharmaceuticals,31/10/17
OMNT,"Ominto, Inc.",60617057.76,n/a,Miscellaneous,Business Services,31/10/17
OMCL,"Omnicell, Inc.",1902649230,2001,Technology,Computer Manufacturing,31/10/17
ON,ON Semiconductor Corporation,8747451589,n/a,Technology,Semiconductors,31/10/17
OTIV,On Track Innovations Ltd,52652003.84,n/a,Technology,Semiconductors,31/10/17
ONS,"Oncobiologics, Inc.",32911046.52,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
ONSIW,"Oncobiologics, Inc.",0,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
ONSIZ,"Oncobiologics, Inc.",0,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
OMED,"OncoMed Pharmaceuticals, Inc.",141490465.7,2013,Health Care,Major Pharmaceuticals,31/10/17
ONTX,"Onconova Therapeutics, Inc.",22165116.75,2013,Health Care,Major Pharmaceuticals,31/10/17
ONTXW,"Onconova Therapeutics, Inc.",0,n/a,Health Care,Major Pharmaceuticals,31/10/17
ONCS,OncoSec Medical Incorporated,25190150.86,n/a,Health Care,Major Pharmaceuticals,31/10/17
OHGI,"One Horizon Group, Inc.",11307676.74,n/a,Public Utilities,Telecommunications Equipment,31/10/17
ONVI,"Onvia, Inc.",65906037,2000,Miscellaneous,Business Services,31/10/17
OTEX,Open Text Corporation,9210809915,1996,Technology,EDP Services,31/10/17
OPGN,"OpGen, Inc.",15451463.87,2015,Health Care,Medical Specialities,31/10/17
OPGNW,"OpGen, Inc.",0,2015,Health Care,Medical Specialities,31/10/17
OPHT,Ophthotech Corporation,83028050.49,2013,Health Care,Major Pharmaceuticals,31/10/17
OPNT,"Opiant Pharmaceuticals, Inc.",74566321.92,n/a,Basic Industries,Precious Metals,31/10/17
OPK,"Opko Health, Inc.",3809547648,n/a,Health Care,Major Pharmaceuticals,31/10/17
OBAS,Optibase Ltd.,44581888.8,1999,Finance,Real Estate,31/10/17
OCC,Optical Cable Corporation,17968339.2,n/a,Basic Industries,Telecommunications Equipment,31/10/17
OPHC,"OptimumBank Holdings, Inc.",2074480.36,n/a,Finance,Major Banks,31/10/17
OPTN,"OptiNose, Inc.",743716341.9,2017,Health Care,Major Pharmaceuticals,31/10/17
OPB,Opus Bank,969560733.1,2014,n/a,n/a,31/10/17
ORMP,Oramed Pharmaceuticals Inc.,128147654.4,n/a,Health Care,Major Pharmaceuticals,31/10/17
OSUR,"OraSure Technologies, Inc.",1265296841,n/a,Health Care,Medical/Dental Instruments,31/10/17
ORBC,ORBCOMM Inc.,828272396.6,2006,Consumer Services,Telecommunications Equipment,31/10/17
ORBK,Orbotech Ltd.,2090835000,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
ORLY,"O&#39;Reilly Automotive, Inc.",19103141095,1993,Consumer Services,Other Specialty Stores,31/10/17
OREX,"Orexigen Therapeutics, Inc.",26232642.2,2007,Health Care,Major Pharmaceuticals,31/10/17
ONVO,"Organovo Holdings, Inc.",163429493.9,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
SEED,Origin Agritech Limited,33182294.88,n/a,Consumer Non-Durables,Farming/Seeds/Milling,31/10/17
OACQ,Origo Acquisition Corporation,31711770.15,2015,Finance,Business Services,31/10/17
OACQR,Origo Acquisition Corporation,0,2015,Finance,Business Services,31/10/17
OACQU,Origo Acquisition Corporation,0,2014,Finance,Business Services,31/10/17
OACQW,Origo Acquisition Corporation,0,2015,Finance,Business Services,31/10/17
OESX,"Orion Energy Systems, Inc.",24449113.55,2015,Consumer Durables,Building Products,31/10/17
ORIT,Oritani Financial Corp.,798922719.2,n/a,Finance,Major Banks,31/10/17
ORRF,Orrstown Financial Services Inc,222758580.6,n/a,Finance,Major Banks,31/10/17
OFIX,Orthofix International N.V.,897461887,1992,Health Care,Medical/Dental Instruments,31/10/17
KIDS,OrthoPediatrics Corp.,217642940.5,2017,Health Care,Medical/Dental Instruments,31/10/17
OSIS,"OSI Systems, Inc.",1730636944,1997,Technology,Semiconductors,31/10/17
OSPR,Osprey Energy Acquisition Corp.,0,2017,Finance,Business Services,31/10/17
OSPRU,Osprey Energy Acquisition Corp.,0,2017,Finance,Business Services,31/10/17
OSPRW,Osprey Energy Acquisition Corp.,0,2017,Finance,Business Services,31/10/17
OSN,"Ossen Innovation Co., Ltd.",3630069.234,2010,Basic Industries,Steel/Iron Ore,31/10/17
OTEL,Otelco Inc.,33533823.78,n/a,Public Utilities,Telecommunications Equipment,31/10/17
OTG,"OTG EXP, Inc.",0,n/a,n/a,n/a,31/10/17
OTIC,"Otonomy, Inc.",89395059.5,2014,Health Care,Major Pharmaceuticals,31/10/17
OTTW,"Ottawa Bancorp, Inc.",48578302.02,n/a,Finance,Savings Institutions,31/10/17
OTTR,Otter Tail Corporation,1855241638,n/a,Public Utilities,Electric Utilities: Central,31/10/17
OVAS,OvaScience Inc.,53886598.39,n/a,Health Care,Major Pharmaceuticals,31/10/17
OSTK,"Overstock.com, Inc.",1072514028,2002,Consumer Services,Catalog/Specialty Distribution,31/10/17
OVID,Ovid Therapeutics Inc.,161880738.9,2017,Health Care,Major Pharmaceuticals,31/10/17
OXBR,Oxbridge Re Holdings Limited,17938342.2,2014,Finance,Property-Casualty Insurers,31/10/17
OXBRW,Oxbridge Re Holdings Limited,0,2014,Finance,Property-Casualty Insurers,31/10/17
OXFD,Oxford Immunotec Global PLC,402822346.5,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,31/10/17
OXLC,Oxford Lane Capital Corp.,263400784.9,2011,n/a,n/a,31/10/17
OXLCM,Oxford Lane Capital Corp.,0,n/a,n/a,n/a,31/10/17
OXLCO,Oxford Lane Capital Corp.,0,n/a,n/a,n/a,31/10/17
PFIN,"P & F Industries, Inc.",26459217.52,n/a,Technology,Industrial Machinery/Components,31/10/17
PTSI,"P.A.M. Transportation Services, Inc.",187930615.8,1986,Transportation,Trucking Freight/Courier Services,31/10/17
PCAR,PACCAR Inc.,25253427689,n/a,Capital Goods,Auto Manufacturing,31/10/17
PACB,"Pacific Biosciences of California, Inc.",491263743.3,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,31/10/17
PCBK,Pacific Continental Corporation (Ore),643320300,n/a,Finance,Major Banks,31/10/17
